3/20/2009,54100,54100,54100,54100,1,1
3/27/2009,51100,51100,51100,51100,1,1
4/3/2009,49900,49900,49900,49900,1,1
4/10/2009,49400,49400,49400,49400,1,1
4/17/2009,48100,48100,48100,48100,1,1
4/24/2009,50100,50100,50100,50100,1,1
5/1/2009,47300,47300,47300,47300,1,1
5/8/2009,50500,50500,50500,50500,1,1
5/15/2009,47600,47600,47600,47600,1,1
5/22/2009,52600,52600,52600,52600,1,1
5/29/2009,48900,48900,48900,48900,1,1
6/5/2009,60800,60800,60800,60800,1,1
6/12/2009,60500,60500,60500,60500,1,1
6/19/2009,59500,59500,59500,59500,1,1
6/26/2009,55700,55700,55700,55700,1,1
7/3/2009,52600,52600,52600,52600,1,1
7/10/2009,48400,48400,48400,48400,1,1
7/17/2009,50000,50000,50000,50000,1,1
7/24/2009,49700,49700,49700,49700,1,1
7/31/2009,48500,48500,48500,48500,1,1
8/7/2009,49900,49900,49900,49900,1,1
8/14/2009,53000,53000,53000,53000,1,1
8/21/2009,58200,58200,58200,58200,1,1
8/28/2009,65400,65400,65400,65400,1,1
9/4/2009,64200,64200,64200,64200,1,1
9/11/2009,51400,51400,51400,51400,1,1
9/18/2009,54600,54600,54600,54600,1,1
9/25/2009,49900,49900,49900,49900,1,1
10/2/2009,49000,49000,49000,49000,1,1
10/9/2009,50600,50600,50600,50600,1,1
10/16/2009,50600,50600,50600,50600,1,1
10/23/2009,51600,51600,51600,51600,1,1
10/30/2009,52400,52400,52400,52400,1,1
11/6/2009,53000,53000,53000,53000,1,1
11/13/2009,54700,54700,54700,54700,1,1
11/20/2009,54300,54300,54300,54300,1,1
11/27/2009,40500,40500,40500,40500,1,1
12/4/2009,54100,54100,54100,54100,1,1
12/11/2009,51700,51700,51700,51700,1,1
12/18/2009,52300,52300,52300,52300,1,1
12/25/2009,39300,39300,39300,39300,1,1
1/1/2010,43600,43600,43600,43600,1,1
1/8/2010,56600,56600,56600,56600,1,1
1/15/2010,58100,58100,58100,58100,1,1
